name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
BEEF,Netflix,,108,102,1586,1513,1,108,108,102,1,,1586,1513,16
Will,N/A,TNT,52,46,314,300,9,10,447,421,9,,2049,1931,7
Succession,N/A,HBO,48,43,669,575,7,17,286,239,10,,2582,2199,1
Better,BBC iPlayer,,45,45,251,251,9,-2,499,494,9,,2425,2411,7
The Last of Us,N/A,HBO,22,12,73,39,13,10,560,437,13,,4246,3632,1
Yellowjackets,N/A,Showtime,21,19,267,259,3,-3,117,92,3,,1261,1119,1
Ted Lasso,Apple TV+,,21,19,233,216,5,-2,231,197,12,,1681,1458,1
STEVE,N/A,Syndication,20,2,391,9,1,11,64,18,1,,648,101,1
The Act,Hulu,,19,0,113,0,4,3,210,0,12,,1235,0,1
rage,N/A,ABC,18,12,143,137,1,10,105,65,1,,514,362,1
This Week,N/A,BBC One,17,13,176,127,4,6,172,114,11,,1353,944,1
Trying,Apple TV+,,17,16,55,50,15,5,245,219,15,,1117,1015,1
Agent,Netflix,,16,12,100,80,3,-10,103,85,3,,702,601,1
Lost,N/A,jTBC,15,14,116,115,2,0,156,139,9,,737,666,1
STAT,N/A,ICI Radio-Canada Télé,15,0,108,0,5,-4,117,2,6,,704,4,6
The Mandalorian,Disney+,,14,13,165,146,6,-5,126,113,6,,1008,943,1
Perry Mason,N/A,HBO,14,14,150,150,2,-5,92,86,4,,915,860,1
The Night Agent,Netflix,,14,12,95,80,3,-8,75,71,3,,521,498,1
Barry,N/A,HBO,14,13,86,65,2,-6,112,92,4,,850,718,1
Away,Netflix,,13,13,129,129,5,3,162,134,12,,1065,929,1
Sona,YouTube,,13,0,110,0,3,-1,219,4,14,,1110,32,1
Loving,N/A,ABC,13,13,91,91,4,0,148,134,8,,1103,1012,1
Pose,N/A,FX,13,5,61,10,5,0,164,37,9,,630,112,1
Star Trek: Picard,Paramount+,,13,0,55,0,7,-2,112,7,7,,785,96,1
Persona,Netflix,,12,0,108,0,3,-2,185,4,10,,935,32,1
Ride,N/A,Hallmark Channel,12,11,90,78,1,12,12,11,1,,90,78,16
Aile,N/A,Show TV,12,0,88,0,2,1,107,0,5,,546,0,4
Shrink,Seeso,,12,0,67,0,11,-1,211,3,11,,1828,35,1
Shrinking,Apple TV+,,12,12,67,67,11,-1,209,195,11,,1816,1704,1
Case,N/A,Stöð 2,12,12,66,66,1,4,143,101,5,,782,576,1
Review,N/A,Comedy Central,12,1,41,4,1,7,147,31,8,02-04-2023,621,180,1
Easy,Netflix,,12,12,41,41,1,5,125,109,5,,818,751,1
The White Lotus,N/A,HBO,11,11,86,86,1,7,137,99,7,,912,692,1
Happy,N/A,NBC,11,11,52,52,1,3,203,176,11,,1133,938,1
Anne,N/A,ITV1,11,1,43,1,1,3,107,15,3,,527,106,1
Huge,N/A,Freeform,10,10,99,99,1,5,98,87,2,,601,566,1
The Premise,Hulu,,10,10,85,85,2,-3,119,108,5,,781,734,1
Rabbit Hole,Paramount+,,10,9,68,58,3,-5,48,43,3,,329,302,1
Breaking Bad,N/A,AMC,10,9,45,44,1,1,111,92,3,,573,493,1
Release,Topic,,10,3,41,3,1,1,148,45,6,02-04-2023,820,251,1
The Plot,Disney+,,10,8,29,12,1,3,143,107,4,,789,566,1
House,N/A,FOX,9,6,77,52,0,0,175,127,8,08-04-2023,831,574,1
Catch,N/A,NPO 3,9,6,77,29,0,0,128,90,4,,889,627,1
Mars,N/A,GTV,9,0,73,0,0,0,28,13,0,,141,47,1
MARS,N/A,National Geographic Channel,9,0,73,0,0,0,28,13,0,,141,47,1
Norm,N/A,ABC,9,0,39,0,0,0,95,1,0,,536,1,1
The Leftovers,N/A,HBO,9,9,34,34,0,0,105,88,3,,578,477,1
Finally,N/A,MBC,8,8,84,84,0,0,16,16,0,,133,133,14
Chemistry,N/A,Cinemax,8,8,74,74,0,0,58,53,0,,305,288,1
Home,Apple TV+,,8,3,69,34,0,0,127,55,2,,738,338,1
Today,N/A,NBC,8,8,68,68,0,0,86,71,0,,589,493,1
Believe,N/A,NBC,8,6,65,57,0,0,120,89,5,,591,459,1
Touch,N/A,FOX,8,3,61,7,0,0,49,12,0,,316,51,1
Push,N/A,ABC,8,7,61,59,0,0,64,27,0,,378,124,1
Thriller,N/A,ITV1,8,7,54,48,0,0,98,68,2,08-04-2023,560,356,1
Extra,N/A,Syndication,8,1,53,0,0,0,185,13,8,,1533,35,1
The Thing,N/A,NBC,8,3,50,29,0,0,37,20,0,,150,72,1
David,N/A,TNT,8,8,47,47,0,0,59,49,1,,312,274,1
Stuck,N/A,TLC,8,8,45,45,0,0,46,41,0,,270,248,1
Move,Netflix,,8,1,45,2,0,0,158,41,7,,734,241,1
The Office,Shahid,,8,7,43,42,0,0,40,38,0,,217,214,1
Sent,N/A,HBO Asia,8,6,35,17,0,0,144,50,4,08-04-2023,764,240,1
Sort Of,CBC Gem,,8,7,35,34,0,0,119,105,3,,564,499,1
Halfway,N/A,BBC Two Wales,8,8,32,32,0,0,69,61,0,,463,400,1
Family,N/A,ITV1,8,8,30,30,0,0,150,119,7,,847,644,1
Wanted,N/A,SBS,8,8,13,13,0,0,135,111,6,,699,485,1
Rain,MX Player,,7,5,60,48,0,0,126,81,6,08-04-2023,773,434,1
The British,N/A,Sky Atlantic,7,7,59,59,0,0,114,98,4,,656,577,1
Treme,N/A,HBO,7,0,58,0,0,0,99,12,2,,537,45,1
Kept,N/A,VH1,7,6,48,45,0,0,91,74,1,,481,414,1
Ella,N/A,VTM,7,3,47,9,0,0,92,32,2,,522,139,1
Friends,N/A,ABC,7,6,40,34,0,0,102,69,2,08-04-2023,577,341,1
Released,N/A,Oprah Winfrey Network,7,7,38,38,0,0,90,74,0,,504,435,1
The Company,N/A,TNT,7,7,34,34,0,0,42,40,0,,203,196,1
The InBetween,N/A,NBC,7,6,34,33,0,0,81,58,2,08-04-2023,624,449,1
Rising,Hill.TV,,7,2,33,14,0,0,86,32,0,,488,122,1
Unstable,Netflix,,7,7,22,22,0,0,21,21,1,08-04-2023,118,118,1
The Expanse,Prime Video,,7,7,14,14,0,0,83,56,1,,499,366,1
Black,N/A,OCN,7,6,12,11,0,0,251,192,14,08-04-2023,1433,1124,1
Station Eleven,HBO Max,,6,6,88,88,0,0,63,55,1,,425,402,1
All In,N/A,SBS,6,6,75,75,0,0,61,42,0,,382,287,1
The Writer,N/A,MBC Drama,6,1,73,29,0,0,70,13,0,,353,101,1
Dogs,Netflix,,6,6,63,63,0,0,70,55,1,,411,341,1
The Expecting,Quibi,,6,6,62,62,0,0,68,61,1,,583,486,1
Drive,N/A,FOX,6,2,56,30,0,0,69,26,0,,377,198,1
The Americans,N/A,NBC,6,5,51,41,0,0,102,88,3,,752,690,1
The One,Netflix,,6,5,51,49,0,0,102,70,4,,539,435,1
Alone,N/A,History,6,6,47,47,0,0,80,64,1,,321,262,1
Medic,N/A,NBC,6,6,47,47,0,0,71,39,1,,402,248,1
The Middle,N/A,ABC,6,6,45,45,0,0,73,61,0,,473,374,1
Holding,ITVX,,6,6,45,45,0,0,28,27,0,,157,156,1
Amazon,N/A,Syndication,6,5,44,35,0,0,140,120,7,08-04-2023,908,791,1
Cult,N/A,The CW,6,3,40,9,0,0,93,35,0,,522,230,1
The Great,Hulu,,6,2,40,5,0,0,94,42,2,,413,206,1
The Big Door Prize,Apple TV+,,6,6,39,39,0,0,20,20,1,08-04-2023,154,154,3
Dude,Prime Video,,6,5,35,28,0,0,57,34,0,,296,169,1
Mr Inbetween,N/A,FX,6,6,33,33,0,0,91,35,3,08-04-2023,686,208,1
Superstore,N/A,NBC,6,6,32,32,0,0,42,39,0,,162,151,1
Eyes,N/A,ABC,6,6,21,21,0,0,32,28,0,,178,146,1
With You,iQIYI,,6,5,18,15,0,0,60,33,1,,156,90,1
The Flash,N/A,CBS,6,0,12,0,0,0,24,4,0,,99,16,1
Power,N/A,STARZ,5,1,96,2,0,0,163,86,6,08-04-2023,1005,402,1
Holy Shit,Prime Video,,5,4,90,37,0,0,31,23,0,,465,311,1
Voice,N/A,OCN,5,3,72,35,0,0,50,33,0,,268,170,1
Luck,N/A,HBO,5,1,58,2,0,0,63,10,1,08-04-2023,423,36,1
The Following,N/A,FOX,5,5,47,47,0,0,58,53,0,,285,269,1
SWARM,Bilibili,,5,5,45,45,0,0,72,67,2,,623,578,1
Swarm,Prime Video,,5,5,45,45,0,0,72,67,2,,623,578,7
Aspe,N/A,VTM,5,0,39,0,0,0,69,0,0,,379,0,1
Mad Men,N/A,AMC,5,4,38,37,0,0,56,52,1,,399,380,1
Caught,N/A,CBC,5,5,38,38,0,0,78,66,1,,424,384,1
Star Trek,N/A,NBC,5,5,37,37,0,0,101,89,2,08-04-2023,633,595,1
Chance,Hulu,,5,5,36,36,0,0,95,69,4,,429,323,1
Return,N/A,SBS,5,2,36,20,0,0,55,32,0,,308,185,1
Limit,N/A,TV Tokyo,5,0,35,0,0,0,57,3,0,,268,19,1
Murder,N/A,BBC Two,5,3,35,23,0,0,182,88,7,,1061,535,1
Snowfall,N/A,FX,5,5,34,34,0,0,51,48,2,,263,251,1
Tiny Beautiful Things,Hulu,,5,4,34,27,0,0,5,4,0,,34,27,3
Hard Time,N/A,National Geographic Channel,5,5,32,32,0,0,26,23,0,,111,104,1
Stupid,N/A,BBC One,5,4,32,19,0,0,81,56,0,,301,187,1
Bert,N/A,SVT1,5,3,32,11,0,0,42,25,0,,237,164,1
Rush,N/A,Network 10,5,2,27,8,0,0,84,26,2,,426,91,1
River,N/A,BBC One,5,1,27,1,0,0,27,15,0,,118,50,1
Class,Netflix,,5,3,27,12,0,0,124,59,2,,961,523,1
Gran,N/A,BBC One,5,0,25,0,0,0,47,1,0,,255,4,1
House of the Dragon,N/A,HBO,5,1,25,8,0,0,65,24,1,,423,119,1
The Wire,N/A,HBO,5,5,23,23,0,0,158,142,7,,883,735,1
Human,Disney+ Hotstar,,5,4,22,21,0,0,67,39,1,,279,146,1
Clone,N/A,BBC Three,5,4,17,16,0,0,22,14,0,,83,69,1
The Scene,YouTube,,5,2,17,8,0,0,64,27,0,,297,112,1
Delete,N/A,REELZ,5,0,15,0,0,0,104,2,4,,218,6,1
The Deleted,fullscreen,,5,5,15,15,0,0,92,81,3,,204,185,1
Twin,NRK TV,,5,3,13,-2,0,0,49,40,0,,204,156,1
The Bear,Hulu,,5,5,13,13,0,0,57,36,1,,426,308,1
Mr. Robot,N/A,USA Network,5,3,11,16,0,0,69,28,2,,432,209,1
Terror,N/A,Viceland,5,4,11,10,0,0,23,10,0,,135,48,1
Reality Show,N/A,Showtime,5,4,8,6,0,0,26,22,0,,115,104,1
Lynch,N/A,Fox Premium,5,5,7,7,0,0,16,14,0,,37,34,1
